0$$HAR,13:41:00,420271920,-936539548,262769,15917246,84,123,98353,3008,100000
1$$HAR,13:41:03,420271913,-936539552,262419,15917246,105,123,98351,3009,100000
0$$HAR,13:41:06,420271921,-936539545,262220,15917246,87,127,98355,3011,100000
0$$HAR,13:41:09,420271879,-936539530,261625,15917246,41,127,98355,3012,100000
0$$HAR,13:41:12,420271862,-936539526,261175,15917246,133,133,98357,3014,100000
0$$HAR,13:41:15,420271853,-936539530,261342,15917246,94,127,98355,3015,100000
0$$HAR,13:41:18,420271850,-936539531,261176,15917246,59,127,98355,3016,100000
0$$HAR,13:41:21,420271833,-936539547,261148,15917246,50,127,98355,3018,100000
0$$HAR,13:41:24,420271793,-936539543,260900,15917246,67,127,98355,3020,100000
0$$HAR,13:41:27,420271770,-936539533,260621,15917246,116,127,98353,3021,100000
0$$HAR,13:41:30,420271753,-936539531,260480,15917246,40,127,98353,3022,100000
0$$HAR,13:41:33,420271775,-936539500,260344,15917246,232,127,98355,3024,100000
0$$HAR,13:41:36,420271792,-936539465,260205,9649784,131,127,98351,3025,100000
0$$HAR,13:41:39,420271852,-936539445,261152,9649784,55,116,98355,3027,100000
0$$HAR,13:41:42,420271914,-936539442,261938,9649784,214,116,98355,3028,100000
0$$HAR,13:41:45,420271973,-936539413,262691,9649784,155,116,98353,3029,100000
0$$HAR,13:41:48,420271949,-936539419,262819,9649784,85,122,98355,3031,100000
0$$HAR,13:41:51,420271971,-936539452,262984,9649784,44,113,98355,3032,100000
0$$HAR,13:41:54,420272009,-936539455,263230,9649784,372,133,98355,3034,100000
0$$HAR,13:41:57,420272075,-936539476,264144,9649784,160,118,98353,3035,100000
0$$HAR,13:42:00,420272105,-936539500,264208,9649784,102,121,98353,3037,100000
0$$HAR,13:42:03,420272085,-936539518,263928,9649784,89,116,98353,3039,100000
0$$HAR,13:42:06,420272076,-936539521,264025,9649784,52,116,98355,3040,100000
0$$HAR,13:42:09,420272066,-936539520,263841,14230532,344,110,98353,3041,100000
0$$HAR,13:42:12,420272025,-936539498,263368,14230532,16,116,98355,3043,100000
0$$HAR,13:42:15,420271994,-936539478,263103,14230532,141,116,98355,3044,100000
0$$HAR,13:42:18,420271984,-936539472,262849,14230532,79,110,98355,3046,100000
0$$HAR,13:42:21,420271977,-936539464,262589,14230532,43,122,98353,3047,100000
0$$HAR,13:42:24,420271979,-936539450,262973,14230532,44,118,98353,3049,100000
0$$HAR,13:42:27,420271989,-936539440,263214,14230532,51,110,98353,3050,100000
0$$HAR,13:42:30,420272016,-936539402,263314,14230532,5,118,98353,3052,100000
0$$HAR,13:42:33,420272045,-936539364,263625,14230532,63,118,98351,3053,100000
